source_id,product_name,brand,unit,category_canonical,country,price_text,price_amount,price_currency,generated_text,generation_origin,base_decision
1704,Desayuno y Dulces,Café,250 GR,cafe,UNKNOWN,"$13,45",13.45,,"Consigue Desayuno y Dulces de Café (250 GR) por $13,45 en UNKNOWN. Café Colina Tostado Molido Juan Valdez 250g | Actualizado al: 20-05-2025 Ingredientes: 100% café de colombiano tipo exportación, Café arábica. Certificados: Apto para APLV Libre de Lactosa Vegano Vegetariano Libre de Soya Libre de Huevo Libre de Peces Libre de Mariscos Libre de Maní Libre de Frutas Secos Libre de Nueces Libre de Sulfitos Libre de Trigo Kosher Importante: La información del empaque y/o contenido del producto final puede diferir respecto a lo que mostramos en nuestro sitio web, tanto a nivel de ingredientes, trazas, información nutricional, sellos, modo de uso y/o modo de conservación. Usted debe basarse únicamente en la información que se muestra en nuestro sitio web y siempre debe leer las etiquetas, advertencias y instrucciones antes de usar el consumo de un producto. Información obtenida de CAFE COLINA MOLIDO 250 GRS. Productos similares Café Grano Molido Cumbre (Fuerte) Ver producto Café grano volcán (fuerte) Café grano molido moka monterrey -18% Café Liofilizado Café Grano Moka CAFE GRANO ORO HAUSBRANDT 500 GR Café Grano Molido Copacabana 100% Arábico 250 g Café en Grano One Love Marley Coffee 227 g Cafe Grano Molido Buffalo Soilder Organico Café en Grano Catch Fire Marley Coffee 227 g Café Molido Caramel Nut Cream Marley Coffee 227 g Café Moka Super Molido Café French Vanilla Marley Coffee 227 g Café Molido Caribbean Soul Marley Coffee 227 g Café Molido Intenso -14% ¡Juntos son mejores! Café instantáneo en polvo Cappucino Vainilla Juan Valdez 6 Sobres Café Liofilizado Clásico Juan Valdez 40 g Café Instantáneo en Polvo Cappucino Avellana Juan Valdez 6 Sobres Cápsulas de Café Juan Valdez Paisaje 8 un Cápsulas de Café Juan Valdez Orgánico 8 un Café Dulce De Leche Liof. Juan Valdez 95 grs. Café instantáneo en polvo Cappucino Juan Valdez 6 Sobres Café Instantáneo en Polvo Mocaccino Juan Valdez 6 Sobres Cápsulas de Café Juan Valdez Mujeres 8 un Café Soluble Liofilizado Clásico Café Soluble Liofilizado Descafeinado 95g Café Avellana Liof. Juan Valdez Café Soluble Liofilizado Vanicanela 95g Café Soluble Liofilizado Chocolate Café Soluble Liofilizado Clásico 190g Café Soluble Liofilizado Clásico 50g",original,keep
1706,Desayuno y Dulces,Café,250 G,cafe,UNKNOWN,"$3,99",3.99,,"Aprovecha Desayuno y Dulces de Café (250 G) por $3,99 en UNKNOWN. Café Tostado y Molido Tottus 250g | Actualizado al: 24-05-2025 Ingredientes: Café 100%. Certificados: Apto para APLV Libre de Lactosa Vegano Vegetariano Libre de Soya Libre de Huevo Libre de Peces Libre de Mariscos Libre de Maní Libre de Frutas Secos Libre de Nueces Libre de Sulfitos Libre de Trigo Porción: 6 G (6g) Porciones por envase: 42 100g 1 Porción Energía (kCal) 428 25.7 Proteínas (g) 17 1 Grasas Totales 9.9 0.6 Hhidratos de carbono disponibles 68 4.1 Azúcar total (g) 0 Sodio (mg) 12 0.7 Importante: La información del empaque y/o contenido del producto final puede diferir respecto a lo que mostramos en nuestro sitio web, tanto a nivel de ingredientes, trazas, información nutricional, sellos, modo de uso y/o modo de conservación. Usted debe basarse únicamente en la información que se muestra en nuestro sitio web y siempre debe leer las etiquetas, advertencias y instrucciones antes de usar el consumo de un producto. Información obtenida de productos similares CAFE MOLIDO TOTTUS 500 G Ver producto Café Molido Intenso -14% Café Molido Balanceado CAFE EXPRESS MOLIDO 250 GRS. CAP CAFE DESCAFEINAD TOTTUS PREMIUM 50 G -25% Café Grano Molido Copacabana 100% Arábico 250 g Café Molido French Vanilla Marley Coffee 227 g Cápsula Café Ristretto Cápsula Café Lungo Café Marley Cappuccino de Vainilla 160 g + Mug Café Moka Super Molido Café Molido Caribbean Soul Marley Coffee 227 g Cápsula Café Puro Arábica Café Granulado ¡Juntos son mejores! Azúcar Rubia",original,keep
1706,Desayuno y Dulces,Café,250 G,cafe,UNKNOWN,"$3,99",3.99,,"Encuentra Desayuno y Dulces de Café (250 G) por $3,99 en UNKNOWN. Café Tostado y Molido Tottus 250g | Actualizado al: 24-05-2025 Ingredientes: Café 100%. Certificados: Apto para APLV Libre de Lactosa Vegano Vegetariano Libre de Soya Libre de Huevo Libre de Peces Libre de Mariscos Libre de Maní Libre de Frutas Secos Libre de Nueces Libre de Sulfitos Libre de Trigo Porción: 6 G (6g) Porciones por envase: 42 100g 1 Porción Energía (kCal) 428 25.7 Proteínas (g) 17 1 Grasas Totales 9.9 0.6 Hhidratos de carbono disponibles 68 4.1 Azúcar total (g) 0 Sodio (mg) 12 0.7 Importante: La información del empaque y/o contenido del producto final puede diferir respecto a lo que mostramos en nuestro sitio web, tanto a nivel de ingredientes, trazas, información nutricional, sellos, modo de uso y/o modo de conservación. Usted debe basarse únicamente en la información que se muestra en nuestro sitio web y siempre debe leer las etiquetas, advertencias y instrucciones antes de usar el consumo de un producto. Información obtenida de productos similares CAFE MOLIDO TOTTUS 500 G Ver producto Café Molido Intenso -14% Café Molido Balanceado CAFE EXPRESS MOLIDO 250 GRS. CAP CAFE DESCAFEINAD TOTTUS PREMIUM 50 G -25% Café Grano Molido Copacabana 100% Arábico 250 g Café Molido French Vanilla Marley Coffee 227 g Cápsula Café Ristretto Cápsula Café Lungo Café Marley Cappuccino de Vainilla 160 g + Mug Café Moka Super Molido Café Molido Caribbean Soul Marley Coffee 227 g Cápsula Café Puro Arábica Café Granulado ¡Juntos son mejores! Azúcar Rubia",original,keep
1708,Desayuno y Dulces,Café,50 g,cafe,UNKNOWN,"$2,85",2.85,,"Encuentra Desayuno y Dulces de Café (50 g) por $2,85 en UNKNOWN. Café Instantáneo en Polvo Tradición Nescafé 50g | Actualizado al: 13-05-2025 Ingredientes: 100% café. Certificados: Apto para APLV Libre de Lactosa Vegano Vegetariano Libre de Soya Libre de Huevo Libre de Peces Libre de Mariscos Libre de Maní Libre de Frutas Secos Libre de Nueces Libre de Sulfitos Libre de Trigo Kosher Importante: La información del empaque y/o contenido del producto final puede diferir respecto a lo que mostramos en nuestro sitio web, tanto a nivel de ingredientes, trazas, información nutricional, sellos, modo de uso y/o modo de conservación. Usted debe basarse únicamente en la información que se muestra en nuestro sitio web y siempre debe leer las etiquetas, advertencias y instrucciones antes de usar el consumo de un producto. Información obtenida de NESCAFE TRADICIONAL 50 GRS.11261035 Productos similares Café Instantáneo Nescafe Tradición Tarro 170 g Ver producto Café Instantáneo Nescafe Dolca Tarro 170 g Café Instantáneo Nescafe Tradición Tarro 400 g -40% Café Instantáneo Granulado Nescafe Tradición Tarro 170 g Café Tradición Tarro NESCAFE DOLCA 50 GRS. 11261175 Café Starbucks Medium Roast 90 g -27% Café Instantáneo Black Roast Nescafe 170 g Café Starbucks Dark Roast 90 g Café Instantáneo Liofilizado Cruzeiro 170 g -21% NESCAFE DOLCA TARRO 195GR -29% Café Instantáneo Primera Selección Gold 170 g -10% Café Descafeinado Nescafe 100 g ¡Juntos son mejores! Té Ceylan -33% Té Ceylán -20% Azúcar Blanca Granulada Iansa 1 Kg Azúcar Blanca Granulada Tottus 860 g Té Ceylán Premium Supremo 50 Un Azúcar Blanca Granulada Tottus 1 Kg Sal Fina Yodada Té -25% Azúcar Granulada Iansa 900 g Azúcar -11% FIDEO SPAGHETTI 5 400 GRS. 101409 C Sal Fina Yodada Tottus 1 Kg Carpeta Spaghetti N°5 Lucchetti 400 g Pasta Espiral N°56 Lucchetti 400 g Té Ceylán Premium Supremo 100 Un -12% FIDEO TALLARIN 87 400 GRS. 101407 C FIDEO CORBATA 80 400 GRS. 101302 C FIDEO CAB/CORTO 1 400 GRS. 111109 C ESPIRALES TOTTUS 400 G ESPIRALES TOTTUS 400 GR",original,keep
1708,Desayuno y Dulces,Café,50 g,cafe,UNKNOWN,"$2,85",2.85,,"Descubre Desayuno y Dulces de Café (50 g) por $2,85 en UNKNOWN. Café Instantáneo en Polvo Tradición Nescafé 50g | Actualizado al: 13-05-2025 Ingredientes: 100% café. Certificados: Apto para APLV Libre de Lactosa Vegano Vegetariano Libre de Soya Libre de Huevo Libre de Peces Libre de Mariscos Libre de Maní Libre de Frutas Secos Libre de Nueces Libre de Sulfitos Libre de Trigo Kosher Importante: La información del empaque y/o contenido del producto final puede diferir respecto a lo que mostramos en nuestro sitio web, tanto a nivel de ingredientes, trazas, información nutricional, sellos, modo de uso y/o modo de conservación. Usted debe basarse únicamente en la información que se muestra en nuestro sitio web y siempre debe leer las etiquetas, advertencias y instrucciones antes de usar el consumo de un producto. Información obtenida de NESCAFE TRADICIONAL 50 GRS.11261035 Productos similares Café Instantáneo Nescafe Tradición Tarro 170 g Ver producto Café Instantáneo Nescafe Dolca Tarro 170 g Café Instantáneo Nescafe Tradición Tarro 400 g -40% Café Instantáneo Granulado Nescafe Tradición Tarro 170 g Café Tradición Tarro NESCAFE DOLCA 50 GRS. 11261175 Café Starbucks Medium Roast 90 g -27% Café Instantáneo Black Roast Nescafe 170 g Café Starbucks Dark Roast 90 g Café Instantáneo Liofilizado Cruzeiro 170 g -21% NESCAFE DOLCA TARRO 195GR -29% Café Instantáneo Primera Selección Gold 170 g -10% Café Descafeinado Nescafe 100 g ¡Juntos son mejores! Té Ceylan -33% Té Ceylán -20% Azúcar Blanca Granulada Iansa 1 Kg Azúcar Blanca Granulada Tottus 860 g Té Ceylán Premium Supremo 50 Un Azúcar Blanca Granulada Tottus 1 Kg Sal Fina Yodada Té -25% Azúcar Granulada Iansa 900 g Azúcar -11% FIDEO SPAGHETTI 5 400 GRS. 101409 C Sal Fina Yodada Tottus 1 Kg Carpeta Spaghetti N°5 Lucchetti 400 g Pasta Espiral N°56 Lucchetti 400 g Té Ceylán Premium Supremo 100 Un -12% FIDEO TALLARIN 87 400 GRS. 101407 C FIDEO CORBATA 80 400 GRS. 101302 C FIDEO CAB/CORTO 1 400 GRS. 111109 C ESPIRALES TOTTUS 400 G ESPIRALES TOTTUS 400 GR",original,keep
1712,Desayuno y Dulces,Café,170 GR,cafe,UNKNOWN,"$7,49",7.49,,"Descubre Desayuno y Dulces de Café (170 GR) por $7,49 en UNKNOWN. Café Liofilizado Café Gold 170g | Actualizado al: 30-05-2025 Ingredientes: 100% café. Certificados: Apto para APLV Libre de Lactosa Vegano Vegetariano Libre de Soya Libre de Huevo Libre de Peces Libre de Mariscos Libre de Maní Libre de Frutas Secos Libre de Nueces Libre de Sulfitos Libre de Trigo Importante: La información del empaque y/o contenido del producto final puede diferir respecto a lo que mostramos en nuestro sitio web, tanto a nivel de ingredientes, trazas, información nutricional, sellos, modo de uso y/o modo de conservación. Usted debe basarse únicamente en la información que se muestra en nuestro sitio web y siempre debe leer las etiquetas, advertencias y instrucciones antes de usar el consumo de un producto. Información obtenida de CAFE LIOFILIZADO ROBUSTA 170GR Productos similares Ver producto Café premier liofilizado Café Descafeinado -13% Café molido descafeinado Café premier frasco Café Liofilizado Café granulado Café Molido Excelso -18% Café Liofilizado Cronat Gold Jacobs 100 g -10% Café Instantáneo En Polvo Descafeinado Café Instantáneo Primera Selección Café Instantáneo Granulado Premier Gold 170 g -16% Café primera selección Café Instantáneo Primera Selección Gold 170 g Café Instantáneo Gold Primera Selección 400 g Café Molido Forte Gold 250 g -24% ¡Juntos son mejores! Té Ceylán Premium Supremo 100 Un -12% Azúcar Blanca Granulada Iansa 1 Kg Azúcar Sal Fina Yodada Té Ceylán Premium Supremo 50 Un Sal Fina Yodada Tottus 1 Kg Té Azúcar Granulada Iansa 900 g ESPIRALES TOTTUS 400 G ESPIRALES TOTTUS 400 GR CORBATAS TOTTUS 400 GR TALLARIN 87 TOTTUS 400 GR Carpeta espiral N°56 Lucchetti 400 g Azúcar Blanca Granulada Tottus 860 g FIDEO CORBATA 80 400 GRS. 101302 C Azúcar Blanca Granulada Tottus 1 Kg FIDEO TALLARIN 87 400 GRS. 101407 C Pasta Spaghetti N°5 Lucchetti 400 g FIDEO CAB/CORTO 1 400 GRS. 111109 C FIDEO SPAGHETTI 5 400 GRS. 101409 C -11%",original,keep
1712,Desayuno y Dulces,Café,170 GR,cafe,UNKNOWN,"$7,49",7.49,,"Aprovecha Desayuno y Dulces de Café (170 GR) por $7,49 en UNKNOWN. Café Liofilizado Café Gold 170g | Actualizado al: 30-05-2025 Ingredientes: 100% café. Certificados: Apto para APLV Libre de Lactosa Vegano Vegetariano Libre de Soya Libre de Huevo Libre de Peces Libre de Mariscos Libre de Maní Libre de Frutas Secos Libre de Nueces Libre de Sulfitos Libre de Trigo Importante: La información del empaque y/o contenido del producto final puede diferir respecto a lo que mostramos en nuestro sitio web, tanto a nivel de ingredientes, trazas, información nutricional, sellos, modo de uso y/o modo de conservación. Usted debe basarse únicamente en la información que se muestra en nuestro sitio web y siempre debe leer las etiquetas, advertencias y instrucciones antes de usar el consumo de un producto. Información obtenida de CAFE LIOFILIZADO ROBUSTA 170GR Productos similares Ver producto Café premier liofilizado Café Descafeinado -13% Café molido descafeinado Café premier frasco Café Liofilizado Café granulado Café Molido Excelso -18% Café Liofilizado Cronat Gold Jacobs 100 g -10% Café Instantáneo En Polvo Descafeinado Café Instantáneo Primera Selección Café Instantáneo Granulado Premier Gold 170 g -16% Café primera selección Café Instantáneo Primera Selección Gold 170 g Café Instantáneo Gold Primera Selección 400 g Café Molido Forte Gold 250 g -24% ¡Juntos son mejores! Té Ceylán Premium Supremo 100 Un -12% Azúcar Blanca Granulada Iansa 1 Kg Azúcar Sal Fina Yodada Té Ceylán Premium Supremo 50 Un Sal Fina Yodada Tottus 1 Kg Té Azúcar Granulada Iansa 900 g ESPIRALES TOTTUS 400 G ESPIRALES TOTTUS 400 GR CORBATAS TOTTUS 400 GR TALLARIN 87 TOTTUS 400 GR Carpeta espiral N°56 Lucchetti 400 g Azúcar Blanca Granulada Tottus 860 g FIDEO CORBATA 80 400 GRS. 101302 C Azúcar Blanca Granulada Tottus 1 Kg FIDEO TALLARIN 87 400 GRS. 101407 C Pasta Spaghetti N°5 Lucchetti 400 g FIDEO CAB/CORTO 1 400 GRS. 111109 C FIDEO SPAGHETTI 5 400 GRS. 101409 C -11%",original,keep
1714,Desayuno y Dulces,Café,250 GR,cafe,UNKNOWN,"$13,20",13.2,,"Encuentra Desayuno y Dulces de Café (250 GR) por $13,20 en UNKNOWN. Café Tostado y Molido Qualita Oro Lavazza 250g | Actualizado al: 02-06-2025 Ingredientes: Café tostado molido 100% arábica. Certificados: Apto para APLV Libre de Lactosa Vegano Vegetariano Libre de Soya Libre de Huevo Libre de Peces Libre de Mariscos Libre de Maní Libre de Frutas Secos Libre de Nueces Libre de Sulfitos Libre de Trigo Importante: La información del empaque y/o contenido del producto final puede diferir respecto a lo que mostramos en nuestro sitio web, tanto a nivel de ingredientes, trazas, información nutricional, sellos, modo de uso y/o modo de conservación. Usted debe basarse únicamente en la información que se muestra en nuestro sitio web y siempre debe leer las etiquetas, advertencias y instrucciones antes de usar el consumo de un producto. Información obtenida de productos similares Café Instantaneo Prontissimo Ver producto Café Starbucks Mocha 4 Un NESCAFE DOLCA TARRO 195GR -29% Café Fina Selección -10% Café Clásico DESCAFEINADO NESCAFE 170GR Café Liofilizado Café Instantáneo Lata Café Descafeinado Café Tradición Frasco Café Fina Selección Espresso Frasco -40% Café Tradición Tarro Café Liofilizado Café Moka Super Molido ¡Juntos son mejores! Café Instantáneo Nescafe Fina Selección 200 g Azúcar Rubia",original,keep
1714,Desayuno y Dulces,Café,250 GR,cafe,UNKNOWN,"$13,20",13.2,,"Consigue Desayuno y Dulces de Café (250 GR) por $13,20 en UNKNOWN. Café Tostado y Molido Qualita Oro Lavazza 250g | Actualizado al: 02-06-2025 Ingredientes: Café tostado molido 100% arábica. Certificados: Apto para APLV Libre de Lactosa Vegano Vegetariano Libre de Soya Libre de Huevo Libre de Peces Libre de Mariscos Libre de Maní Libre de Frutas Secos Libre de Nueces Libre de Sulfitos Libre de Trigo Importante: La información del empaque y/o contenido del producto final puede diferir respecto a lo que mostramos en nuestro sitio web, tanto a nivel de ingredientes, trazas, información nutricional, sellos, modo de uso y/o modo de conservación. Usted debe basarse únicamente en la información que se muestra en nuestro sitio web y siempre debe leer las etiquetas, advertencias y instrucciones antes de usar el consumo de un producto. Información obtenida de productos similares Café Instantaneo Prontissimo Ver producto Café Starbucks Mocha 4 Un NESCAFE DOLCA TARRO 195GR -29% Café Fina Selección -10% Café Clásico DESCAFEINADO NESCAFE 170GR Café Liofilizado Café Instantáneo Lata Café Descafeinado Café Tradición Frasco Café Fina Selección Espresso Frasco -40% Café Tradición Tarro Café Liofilizado Café Moka Super Molido ¡Juntos son mejores! Café Instantáneo Nescafe Fina Selección 200 g Azúcar Rubia",original,keep
966,Desayuno y Dulces,Café,50 g,cafe,UNKNOWN,"$2,85",2.85,,"Consigue Desayuno y Dulces de Café (50 g) por $2,85 en UNKNOWN. Café Instantáneo en Polvo Tradición Nescafé 50g | Actualizado al: 29-07-2025 Ingredientes: 100% café. Certificados: Apto para APLV Libre de Lactosa Vegano Vegetariano Libre de Soya Libre de Huevo Libre de Peces Libre de Mariscos Libre de Maní Libre de Frutas Secos Libre de Nueces Libre de Sulfitos Libre de Trigo Kosher Importante: La información del empaque y/o contenido del producto final puede diferir respecto a lo que mostramos en nuestro sitio web, tanto a nivel de ingredientes, trazas, información nutricional, sellos, modo de uso y/o modo de conservación. Usted debe basarse únicamente en la información que se muestra en nuestro sitio web y siempre debe leer las etiquetas, advertencias y instrucciones antes de usar el consumo de un producto. Información obtenida de NESCAFE TRADICIONAL 50 GRS.11261035 Productos similares Café Instantáneo Nescafe Tradición Tarro 170 g -13% Ver producto Café Instantáneo Nescafe Dolca Tarro 170 g Café Instantáneo Nescafe Tradición Tarro 400 g NESCAFE DOLCA 50 GRS. 11261175 Café Tradición Tarro -18% Café Descafeinado Nescafe 100 g Café Starbucks Medium Roast 90 g -20% Café Instantáneo Primera Selección Gold 170 g -40% Café Instantáneo Granulado Nescafe Tradición Tarro 170 g Café Starbucks Dark Roast 90 g Café Nescafe Dolca Tarro 195 g DESCAFEINADO NESCAFE 170GR Café Melitta Tradicional 250 g Café Tradición Frasco Café Liofilizado Clásico Juan Valdez 40 g -30% Café Instantáneo Gold Primera Selección 400 g Café Instantáneo Liofilizado Cruzeiro 170 g Café Instantáneo Black Roast Nescafe 170 g Café Liofilizado Crucero Equilibrado 170 gr Café Instantáneo Primera Selección Café Instatáneo Wake Up Guatemala Marley Coffee 100 g Café Instantáneo Nescafe Fina Selección 200 g Café Tentaciones Capuccino 8 Sobres ¡Juntos son mejores! Té Ceylan -33% Té Ceylán Azúcar Blanca Granulada Tottus 860 g Azúcar Blanca Granulada Iansa 1 Kg Té Ceylán Premium Supremo 50 Un Azúcar Blanca Granulada Tottus 1 Kg Azúcar Granulada Iansa 900 g -24% Sal Fina Yodada Azúcar Té Negro Ceylán Mildred 100 Un Sal Fina Yodada Tottus 1 Kg FIDEO SPAGHETTI 5 400 GRS. 101409 C -10% Carpeta Spaghetti N°5 Lucchetti 400 g Té Ceylán Premium Supremo 100 Un -12% Carpeta Espiral N°56 Lucchetti 400 g FIDEO ESPIRAL 49 400 GRS. 111112 C Carpeta Corbata N°88 FIDEO CORBATA 80 400 GRS. 101302 C FIDEO CAB/CORTO 1 400 GRS. 111109 C FIDEO TALLARIN 87 400 GRS. 101407 C Espirales -22%",original,keep
966,Desayuno y Dulces,Café,50 g,cafe,UNKNOWN,"$2,85",2.85,,"Disfruta Desayuno y Dulces de Café (50 g) por $2,85 en UNKNOWN. Café Instantáneo en Polvo Tradición Nescafé 50g | Actualizado al: 29-07-2025 Ingredientes: 100% café. Certificados: Apto para APLV Libre de Lactosa Vegano Vegetariano Libre de Soya Libre de Huevo Libre de Peces Libre de Mariscos Libre de Maní Libre de Frutas Secos Libre de Nueces Libre de Sulfitos Libre de Trigo Kosher Importante: La información del empaque y/o contenido del producto final puede diferir respecto a lo que mostramos en nuestro sitio web, tanto a nivel de ingredientes, trazas, información nutricional, sellos, modo de uso y/o modo de conservación. Usted debe basarse únicamente en la información que se muestra en nuestro sitio web y siempre debe leer las etiquetas, advertencias y instrucciones antes de usar el consumo de un producto. Información obtenida de NESCAFE TRADICIONAL 50 GRS.11261035 Productos similares Café Instantáneo Nescafe Tradición Tarro 170 g -13% Ver producto Café Instantáneo Nescafe Dolca Tarro 170 g Café Instantáneo Nescafe Tradición Tarro 400 g NESCAFE DOLCA 50 GRS. 11261175 Café Tradición Tarro -18% Café Descafeinado Nescafe 100 g Café Starbucks Medium Roast 90 g -20% Café Instantáneo Primera Selección Gold 170 g -40% Café Instantáneo Granulado Nescafe Tradición Tarro 170 g Café Starbucks Dark Roast 90 g Café Nescafe Dolca Tarro 195 g DESCAFEINADO NESCAFE 170GR Café Melitta Tradicional 250 g Café Tradición Frasco Café Liofilizado Clásico Juan Valdez 40 g -30% Café Instantáneo Gold Primera Selección 400 g Café Instantáneo Liofilizado Cruzeiro 170 g Café Instantáneo Black Roast Nescafe 170 g Café Liofilizado Crucero Equilibrado 170 gr Café Instantáneo Primera Selección Café Instatáneo Wake Up Guatemala Marley Coffee 100 g Café Instantáneo Nescafe Fina Selección 200 g Café Tentaciones Capuccino 8 Sobres ¡Juntos son mejores! Té Ceylan -33% Té Ceylán Azúcar Blanca Granulada Tottus 860 g Azúcar Blanca Granulada Iansa 1 Kg Té Ceylán Premium Supremo 50 Un Azúcar Blanca Granulada Tottus 1 Kg Azúcar Granulada Iansa 900 g -24% Sal Fina Yodada Azúcar Té Negro Ceylán Mildred 100 Un Sal Fina Yodada Tottus 1 Kg FIDEO SPAGHETTI 5 400 GRS. 101409 C -10% Carpeta Spaghetti N°5 Lucchetti 400 g Té Ceylán Premium Supremo 100 Un -12% Carpeta Espiral N°56 Lucchetti 400 g FIDEO ESPIRAL 49 400 GRS. 111112 C Carpeta Corbata N°88 FIDEO CORBATA 80 400 GRS. 101302 C FIDEO CAB/CORTO 1 400 GRS. 111109 C FIDEO TALLARIN 87 400 GRS. 101407 C Espirales -22%",original,keep
515,Descripción del producto,Azúcar Cristal Uniao 1kg,1kg,azucar,UNKNOWN,"$990,00",990.0,,"Aprovecha Descripción del producto de Azúcar Cristal Uniao 1kg (1kg) por $990,00 en UNKNOWN. MARCA | : UNIAO | Últimos consultados | Azúcar La Perla 1 Kg | Ver planes de cuotas | NO ACUMULABLE CON OTRAS PROMOS | Azúcar Superior Real ledESMA 1kg | Baguette COTO | LLEVANDO 2 | 70% 2DA | PRECIO CON 70% 2DA | Pan De Mesa Gran La Perla 550g",original,keep
515,Descripción del producto,Azúcar Cristal Uniao 1kg,1kg,azucar,UNKNOWN,"$990,00",990.0,,"Descubre Descripción del producto de Azúcar Cristal Uniao 1kg (1kg) por $990,00 en UNKNOWN. MARCA | : UNIAO | Últimos consultados | Azúcar La Perla 1 Kg | Ver planes de cuotas | NO ACUMULABLE CON OTRAS PROMOS | Azúcar Superior Real ledESMA 1kg | Baguette COTO | LLEVANDO 2 | 70% 2DA | PRECIO CON 70% 2DA | Pan De Mesa Gran La Perla 550g",original,keep
517,Descripción del producto,Azúcar AZUCEL 1kg,1kg,azucar,UNKNOWN,"$4.399,00",4399.0,,"Consigue Descripción del producto de Azúcar AZUCEL 1kg (1kg) por $4.399,00 en UNKNOWN. MARCA | : AZUCEL | Últimos consultados | Azúcar Organica Sugar Pot 800g | Ver planes de cuotas | NO ACUMULABLE CON OTRAS PROMOS | Azúcar Cristal Uniao 1kg | Azúcar La Perla 1 Kg | Azúcar Superior Real LEDESMA 1kg | Baguette COTO",original,keep
517,Descripción del producto,Azúcar AZUCEL 1kg,1kg,azucar,UNKNOWN,"$4.399,00",4399.0,,"Disfruta Descripción del producto de Azúcar AZUCEL 1kg (1kg) por $4.399,00 en UNKNOWN. MARCA | : AZUCEL | Últimos consultados | Azúcar Organica Sugar Pot 800g | Ver planes de cuotas | NO ACUMULABLE CON OTRAS PROMOS | Azúcar Cristal Uniao 1kg | Azúcar La Perla 1 Kg | Azúcar Superior Real LEDESMA 1kg | Baguette COTO",original,keep
1756,Devolver este producto es gratis,SUPER POLLO,500 g,aceite vegetal,UNKNOWN,"$3,99",3.99,,"Encuentra Devolver este producto es gratis de SUPER POLLO (500 g) por $3,99 en UNKNOWN. POLLOS 1RA. SUPER C/M ¡Juntos son mejores! Costillar de Cerdo Tradicional Super Cerdo Peso Variable -42% Ver producto Arvejas Congeladas Minuto Verde 500 g UN Sal Fina Yodada Costillar de Cerdo a la Chilena Super Cerdo Peso Variable Aceite Vegetal Belmont 1 L -20% Sal Fina Yodada Tottus 1 Kg Aceite Vegetal Tottus 900 ml Aceite Vegetal Precio Uno 900 ml Arroz Tottus G2 Grano Largo Fino 1 Kg Arroz Precio Uno G2 Grano Largo Fino 1 Kg",original,keep
1756,Devolver este producto es gratis,SUPER POLLO,500 g,aceite vegetal,UNKNOWN,"$3,99",3.99,,"Disfruta Devolver este producto es gratis de SUPER POLLO (500 g) por $3,99 en UNKNOWN. POLLOS 1RA. SUPER C/M ¡Juntos son mejores! Costillar de Cerdo Tradicional Super Cerdo Peso Variable -42% Ver producto Arvejas Congeladas Minuto Verde 500 g UN Sal Fina Yodada Costillar de Cerdo a la Chilena Super Cerdo Peso Variable Aceite Vegetal Belmont 1 L -20% Sal Fina Yodada Tottus 1 Kg Aceite Vegetal Tottus 900 ml Aceite Vegetal Precio Uno 900 ml Arroz Tottus G2 Grano Largo Fino 1 Kg Arroz Precio Uno G2 Grano Largo Fino 1 Kg",original,keep
1317,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,1L,leche,UNKNOWN,"$1,33",1.33,,"Encuentra El almacenamiento local parece estar deshabilitado en tu navegador. de Aprende (1L) por $1,33 en UNKNOWN. Excelente opción cuando necesitas Leche 100% de vaca | Conserva todos los componentes el propiedades nutricionalesde la leche | Rica en grasa, calcio, minerales, proteínas y vitaminas A,D, B y E | Ayuda a mantener huesos fuertes y sanos | Empaque 100% reciclable | Contenido: 1 Litro | Detalles del producto | Reseñas | Escribir Su propia reseña | Estás revisando: Leche Entera Tru 1L | Su valoración | Rating | 1 stars | 2 stars | 3 stars | 4 stars | 5 stars | Apodo | Resumen | Reseña | Escribir una reseña | Unds. | Search engine powered by | ElasticSuite",original,keep
1317,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,1L,leche,UNKNOWN,"$1,33",1.33,,"Aprovecha El almacenamiento local parece estar deshabilitado en tu navegador. de Aprende (1L) por $1,33 en UNKNOWN. Recomendado para Leche 100% de vaca | Conserva todos los componentes el propiedades nutricionalesde la leche | Rica en grasa, calcio, minerales, proteínas y vitaminas A,D, B y E | Ayuda a mantener huesos fuertes y sanos | Empaque 100% reciclable | Contenido: 1 Litro | Detalles del producto | Reseñas | Escribir Su propia reseña | Estás revisando: Leche Entera Tru 1L | Su valoración | Rating | 1 stars | 2 stars | 3 stars | 4 stars | 5 stars | Apodo | Resumen | Reseña | Escribir una reseña | Unds. | Search engine powered by | ElasticSuite",original,keep
1318,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,1L,leche,UNKNOWN,"$1,50",1.5,,"Disfruta El almacenamiento local parece estar deshabilitado en tu navegador. de Aprende (1L) por $1,50 en UNKNOWN. Recomendado para Es el producto de un proceso térmico UHT de Leche Deslactosada | Comercialmente estéril, seguido de un llenado aséptico enenvase esterilizado y sellado herméticamente | Tiene una vida útil de 6 meses | Contenido: 1 litro | Detalles del producto | Reseñas | Escribir Su propia reseña | Estás revisando: Leche Deslactosada Nutri 1L | Su valoración | Rating | 1 stars | 2 stars | 3 stars | 4 stars | 5 stars | Apodo | Resumen | Reseña | Escribir una reseña | Unds. | Search engine powered by | ElasticSuite",original,keep
